last_updated,id_code,name,country,actor_type,isin_id,race_to_zero_member,end_target,end_target_percentage_reduction,end_target_baseline_year,end_target_intensity_unit,end_target_baseline_emissions,end_target_target_emissions,end_target_bau_emissions,end_target_other,end_target_year,end_target_status,status_date,interim_target,interim_target_percentage_reduction,interim_target_baseline_year,interim_target_intensity_unit,interim_target_baseline_emissions,interim_target_target_emissions,interim_target_bau_emissions,interim_target_other,interim_target_year,end_target_text,interim_target_text,target_notes,source_url,gasses_coverage,territorial_emissions,consumption_emissions,international_aviation,international_shipping,scope_1,scope_2,scope_3,historical_emissions,coverage_notes,has_plan,plan_options,reporting_mechanism,equity,accountability,governance_notes,carbon_credit_offsets,carbon_credit_conditions,max_emission_offset,conditions_other,removals_targets,cdr,sinks_and_credits_notes,memberships,gdp_real,annual_revenue,population,industry,sector,employees,market_index,ghg,inventory_year,higher_net_zero
2022-07-16 23:35:34,COM-0892,Lam Research,USA,Company,US5128071082,No,Net zero,,,,,,,,2050,In corporate strategy,2020,Emissions reduction target,25,2019,,,,,,2025,'Achieve net zero emissions by 2050 by meeting the following targets' (p5),'- Reduce absolute Scope 1 and 2 (market-based) greenhouse gas (GHG) emissions 25% by 2025 and 46% by 2030 from a 2019 baseline. Achieve net zero operations by 2040' (p5),Lam's 2021 ESG Report,https://www.lamresearch.com/esg-report/downloads/Lam-Research-2021-ESG-Report.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Partial,No,"Gases: 'We mitigate our Scope 1 emissions and minimize the emissions of toxic air contaminants and hazardous air pollutants, such as carbon monoxide, nitrogen oxides (NOx), and sulfur oxides (SOx), through optimization of our semiconductor processes and the use of best-available emission control technlogies, including point-of use abatement devices and house abatement systems.' (p32)
Scope: 1&2 only (p5)",No,,Annual reporting,No,Yes,"Accountable: 'Our CEO and members of the CEO staff participate in our ESG Executive Steering Committee. And members of our management team provide regular updates to the Board and its committees and engages them to discuss ESG strategy, gain alignment on goals, and report on progress.' (p11)",Yes,No conditions specified,,,No,"Yes (CCS-based removals e.g. BECCS, DACCS)","Offsets: 'We address our carbon footprint through energy management, procurement of renewable energy, GHG abatement technologies, and, in the future, offsets of the emissions that we do not eliminate.' ",,,9600000000,,Manufacturing,Electrical & electronic equipment,10700,,,,
2022-06-23 10:14:45,COM-0893,CLP Holdings,HKG,Company,HK0002007356,No,Net zero,,,,,,,,2050,In corporate strategy,2021,Other,,,,,,,the targets for renewable energy and non-carbon emitting energy are 30% and 40% respectively; in addition ghg emission intensity target of 0.3 kgco2e/kwh,2030,"As part of becoming a Utility 
of the Future, we are now 
committed to achieving net-zero 
greenhouse gas emissions by 2050","In addition to setting ambitions for 2050, CLP has set new interim targets for 2030, to align with the Paris 
Agreement goal of limiting global warming to well-below 2°C above pre-industrial levels.","https://www.clpgroup.com/en/sustainability/strategic-priorities/decarbonisation.html
https://www.clpgroup.com/content/dam/clp-group/channels/sustainability/document/decarbonisation/clp-climate-vision-2050/full-report/CLP_CV2050_2021_en.pdf
https://www.clpgroup.com/content/dam/clp-group/channels/sustainability/document/sustainability-report/2021/CLP_Sustainability_Report_2021_en.pdf.coredownload.pdf",https://www.clpgroup.com/content/dam/clp-group/channels/sustainability/document/sustainability-report/2021/CLP_Climate_Related_Disclosures_Report_2021_en.pdf.coredownload.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,,Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)|Information on the emission reductions expected from these measures within a certain time period",Annual reporting,No,Not Specified,,Yes,No conditions specified,,,No,Not Specified,,,,10900000000,,Power generation,,7960,,,,
2022-07-03 15:41:44,COM-0894,Cardinal Health,USA,Company,US14149Y1082,Yes,Emissions reduction target,50,2019,,,,,,2030,In corporate strategy,2021,No target,,,,,,,,,"Target: 'We’re committed to reducing our impact on the environment and have set initial targets for reducing our Scope 1 and 2 GHG emissions by 50% by FY30, against an FY19 baseline...Our Scope 1 and 2 targets align with what the latest climate science deems necessary to meet the goals of the Paris Agreement: limiting global warming to well below 2°C above pre-industrial levels and pursuing efforts to limit warming to 1.5°C. Further, we are assessing our Scope 3 emissions and working toward validation of a comprehensive Scope 1, 2 and 3 science-based target by the Science-Based Targets initiative (SBTi).' (p.51)",,[This entry codes for the 2021 Corporate Citizenship Report]. ,https://www.cardinalhealth.com/content/dam/corp/web/documents/Report/cardinal-health-fy21-corporate-citizenship-report.pdf,Not Specified,,,,,Yes,Yes,Partial,No,Scope coverage: p. 51,Yes,,Annual reporting,No,Not Specified,"report refers to racial and gender equity, not on climate matters. 
Board has 'oversight and ongoing support of our enterprise ESG priorities and initiatives'. 
",Not Specified,,,,No,Not Specified,,,,156500000000,,"Biotech, health care & pharma",,49500,,,,
2021-09-22 14:40:39,COM-0895,Activision Blizzard,USA,Company,US00507V1098,No,Net zero,,,,,,,,2050,In corporate strategy,2020,No target,,,,,,,,,"""This year, we are establishing baselines and setting quantitative targets to measure our future progress in areas such as reducing our packaging waste by 50% over the next five years and achieving net zero greenhouse gas emissions by 2050. """,,"Activision Blizzard commits to net zero greenhouse gas emissions by 2050. Whilst it does not yet have any interim targets the 2020 ESG report declares the entity is ""understanding and measuring our emissions and determining a baseline and plan to set interim targets to show our progress toward achieving net zero emissions.""",https://ourcommitments.activisionblizzard.com/wp-content/uploads/ATVI-2020-ESG-Report-06.11.21-FINAL.pdf,Carbon dioxide and other GHGs,,,,,Not Specified,Not Specified,Not Specified,No,"The company vows to be net zero for greenhouse gas emissions, which suggests they intend to cover all greenhouse gases not just carbon dioxide. Any detail as to which Scope(s) this will cover is currently lacking.

https://ourcommitments.activisionblizzard.com/wp-content/uploads/ATVI-2020-ESG-Report-06.11.21-FINAL.pdf",No,,No reporting mechanism,No,Not Specified,"There is little currently available on governance, but the ESG report 2020 indicates this in in the works; ""To that end, this year we are in the process of understanding and measuring our emissions and determining a baseline and plan to set interim targets to show our progress toward achieving net zero emissions."" - that greater detail and progress will become more transparent.

https://ourcommitments.activisionblizzard.com/wp-content/uploads/ATVI-2020-ESG-Report-06.11.21-FINAL.pdf ",Not Specified,,,,No,No,Nothing on sinks and credits specified.,,,6500000000,,Services,,9200,,,,
2021-10-18 10:44:30,COM-0896,West Japan Railway Co,JPN,Company,JP3659000008,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,13900000000,,Transportation services,,47842,,,,
2021-11-16 21:26:34,COM-0897,Public Bank Bhd,MYS,Company,MYL1295OO004,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,https://www.publicbankgroup.com/About-Us/Corporate-Profile,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,5000000000,,Services,,18721,,,,
2021-10-24 12:01:43,COM-0898,Simon Property,USA,Company,,No,Emissions reduction target,68,2019,,,,,,2035,In corporate strategy,2020,No target,,,,,,,,,"""reduce absolute Scope 1 and 2 GHG emissions by 68% by 2035, from a 2019 base year""
""2035 target to reduce our absolute Scope 3 carbon emissions for our downstream leased assets by 20.9%, in alignment with a two-degree scenario reduction""",,"Verified as SBT https://sciencebasedtargets.org/companies-taking-action#table

https://investors.simon.com/news-releases/news-release-details/simon-launches-bold-new-vision-sustainability",https://simon-malls.cld.bz/Simon-Sustainability-Report-2020/30/,Carbon dioxide and other GHGs,,,,,Yes,Yes,Partial,No,"Scope 3 for ""our downstream leased assets"" and with a lower percentage target ",No,,Annual reporting,,Not Specified,"""Our roadmap will be finalized in 2021 and will break down the actions to be taken in the next 5, 10, and 15 years""",Not Specified,,,,No,Not Specified,,,,5700000000,,Services,Financial services,4500,,,,
2021-10-19 22:32:32,COM-0899,London Stock Exchange,GBR,Company,GB00B0167W72,Yes,Net zero,,,,,,,,2050,Declaration / pledge,2021,Emissions reduction target,46,2019,,,,,,2030,"LSEG is the first global exchange group to commit to net zero through the Business Ambition for 1.5C and is a member of the United Nations Climate Change ‘Race to Zero’.

This commitment to net zero, and action on climate change, covers our own carbon emissions and also our influence across the marketplace, through our business and how we support clients.","LSEG was one of the first companies in the financial services sector to commit to long-term science-based carbon reduction targets, which have subsequently been approved by the Science Based Targets initiative (SBTi).

We have committed to reduce absolute scope 1, 2 and 3(business travel) GHG emissions 46% by 2030 from a 2019 base year. We have also set a target of engaging with all key suppliers, accounting for 57% of Scope 3 emissions, to set science-based targets by 2025.

LSEG has also been a supporter of the Task Force for Climate-related Financial Disclosures (TCFD) since its launch in 2017. We not only encourage issuers to report against TCFD through our reporting guidance but aims to go further each year in embedding these standards into our own financial reporting.",,https://www.lseg.com/investor-relations/sustainability/net-zero-commitment,Not Specified,,,,,Yes,Yes,Yes,No,,No,,No reporting mechanism,No,Not Specified,,Not Specified,,,,No,Not Specified,,,,3000000000,,Services,,4965,,,,
2021-11-13 15:23:44,COM-0900,TE Connectivity,CHE,Company,CH0102993182,No,Emissions reduction target,35,2019,,,,,,2030,In corporate strategy,2020,Emissions reduction target,18,2019,,,,,,2025,Our current ambition is to reduce our GHG emissions by a further 35 percent by 2030. Our 35 percent target is closely aligned with science-based targets and is a sign of our commitment and contribution to the global goal of keeping climate change to a 2°C temperature change,• Reduce GHG emissions by 18% by 2025,"other URL
https://www.esgtoday.com/te-connectivity-launches-new-sustainability-strategy/
https://www.te.com/content/dam/te-com/documents/about-te/corporate-responsibility/global/TEConnectivityCorporateResponsibilityReport2020.pdf",https://www.te.com/usa-en/about-te/corporate-responsibility.html,Not Specified,,,,,Yes,Yes,Not Specified,,,,,,,Not Specified,,Not Specified,,,,,Not Specified,,,,13100000000,,Retail,,78000,,,,
2021-10-25 13:49:21,COM-0901,Sumitomo Electric,JPN,Company,JP3407400005,No,Carbon neutral(ity),,,,,,,,2050,Declaration / pledge,2021,Emissions reduction target,60,2019,,,,,,2035,"Aim to make the Sumitomo Corporation Group carbon neutral in 2050(*1).
Develop technologies and business models for creating a sustainable energy cycle by reducing CO2 emissions and achieving negative emissions(*2) for society as a whole.","For IPP business, we aim to reduce CO2 emissions by 60% or more by 2035 (compared to 2019) and we will end all the coal-fired power generation business in the late 2040s.",,https://www.sumitomocorp.com/en/jp/sustainability/environmental-management/climate,Carbon dioxide only,,,,,Yes,Yes,Yes,No,,Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",No reporting mechanism,Yes,Not Specified,"Direct CO2 emissions from Sumitomo Corporation and its subsidiaries, as well as indirect CO2 emissions from the generation of energy used by each company (however, for power generation businesses, emissions from those affiliated companies under the equity method are also included)",Not Specified,,,,No,No,,,,28900000000,,Manufacturing,,272796,,,,
2021-10-18 10:44:30,COM-0902,Reinsurance  of America,USA,Company,US7593516047,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,14300000000,,Services,,3188,,,,
2021-11-22 00:37:12,COM-0903,National Bank of Kuwait SAKP,KWT,Company,KW0EQ0100010,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,https://www.nbk.com/london.html,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,4600000000,,Services,,,,,,
2021-10-18 10:44:31,COM-0904,Autozone,USA,Company,US0533321024,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,12100000000,,Retail,,96000,,,,
2021-10-18 10:44:31,COM-0905,Nidec,JPN,Company,JP3734800000,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,https://www.nidec.com/en/sustainability/environment/SMART2030/,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,14100000000,,Manufacturing,,108906,,,,
2022-08-12 08:54:19,COM-0906,Johnson Controls International,IRL,Company,IE00BY7QL619,Yes,Net zero,,,,,,,,2040,In corporate strategy,2021,Emissions reduction target,55,2017,,,,,,2030,"committed to achieving net zero carbon emissions
before 2040","Johnson Controls International plc commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2017 base year.* Johnson Controls International plc also commits to reduce absolute scope 3 GHG emissions from the use of sold products 16% by 2030 from a 2017 base year. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks
https://sciencebasedtargets.org/companies-taking-action#table","Near term 1.5C SBTi
Addition target:  reduce absolute scope 3 GHG emissions from the use of sold products 16% by 2030 from a 2017 base year",https://www.johnsoncontrols.com/2021sustainability,Not Specified,,,,,Not Specified,Not Specified,Not Specified,No,"No specifications from the end target, but there are interim targets for all scopes",Yes,,Annual reporting,No,Yes,"reporting:https://www.johnsoncontrols.com/2021sustainability

accountability:  Our CEO and
Executive Committee members have sustainability and diversity embedded
into their performance goals.
https://www.johnsoncontrols.com/2021sustainability",Not Specified,,,,No,Not Specified,,,,22100000000,,Services,,104000,,,,
2021-10-18 10:44:30,COM-0907,Unipol Gruppo,ITA,Company,IT0004810054,No,No target,,,,,,,,,,,Emissions reduction target,,,,,,,,,well below 2 degrees,decrease by 7% the CO2 per employee,,"https://www.unipol.it/it/sostenibilita/strategia/le-iniziative-istituzionali
https://www.unipol.it/sites/corporate/files/pages_related_documents/unipol_politica-di-sostenibilita_2019.pdf
https://www.unipol.it/sites/corporate/files/pages_related_documents/obiettivi-2021.pdf",Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,17600000000,,Services,,12337,,,,
2021-10-18 10:44:31,COM-0908,S.F. Holding,CHN,Company,CNE100000L63,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,17400000000,,Services,,114813,,,,
2021-10-18 10:44:31,COM-0909,First Republic Bank,USA,Company,AEN000101016,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,4300000000,,Services,,4812,,,,
2021-10-18 10:44:30,COM-0910,Xiamen C&D,CHN,Company,CNE000000WL7,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,50100000000,,Services,,18540,,,,
2021-10-18 10:44:31,COM-0911,Beijing-Shanghai High-Speed Railway,CHN,Company,CNE100003RV9,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,4800000000,,Transportation services,,37,,,,
2021-11-28 00:02:07,COM-0912,China Travel International Investment Hong Kong,HKG,Company,HK0308001558,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,2100000000,,Services,,2372,,,,
2021-11-16 21:08:36,COM-0913,CIMB  Holdings Bhd,MYS,Company,,Yes,No target,,,,,,,,,,,No target,,,,,,,,,,,aiming to set targets by 2023,https://www.cimb.com/en/sustainability/sustainable-action-driven-by-cimb.html,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,7400000000,,Services,,35265,,,,
